Maquina,Start,End,Producto,Demanda,task_mode,paso,delta,Activity
MAQ120,902,908,PRINTED RIBBON,25,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|25|Anti-Shrinkage TM2|1
MAQ120,909,915,PRINTED RIBBON,21,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|21|Anti-Shrinkage TM2|1
MAQ120,917,923,PRINTED RIBBON,16,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|16|Anti-Shrinkage TM2|1
MAQ120,924,927,PRINTED RIBBON,7,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|7|Sublimation TM3|0
MAQ120,929,935,PRINTED RIBBON,15,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|15|Anti-Shrinkage TM2|1
MAQ120,937,940,PRINTED RIBBON,28,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|28|Sublimation TM3|0
MAQ120,942,948,PRINTED RIBBON,23,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|23|Anti-Shrinkage TM2|1
MAQ120,949,952,PRINTED RIBBON,24,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|24|Sublimation TM3|0
MAQ120,953,959,PRINTED RIBBON,26,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|26|Anti-Shrinkage TM2|1
MAQ120,961,967,PRINTED RIBBON,7,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|7|Anti-Shrinkage TM2|1
MAQ120,973,979,PRINTED RIBBON,24,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|24|Anti-Shrinkage TM2|1
MAQ120,980,986,PRINTED RIBBON,27,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|27|Anti-Shrinkage TM2|1
MAQ120,987,993,PRINTED RIBBON,28,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|28|Anti-Shrinkage TM2|1
MAQ120,999,1002,PRINTED RIBBON,29,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|29|Sublimation TM3|0
MAQ120,1005,1011,PRINTED RIBBON,29,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|29|Anti-Shrinkage TM2|1
